idx,accelX_g,accelY_g,accelZ_g,magX_uT,magY_uT,magZ_uT,gyroX_dps,gyroY_dps,gyroZ_dps,gyroX_deg,gyroY_deg,gyroZ_deg,temp_C,humidity,pres_Pa,alt_m
108121,0.364,0.314,-0.704,-78.1,-70.4,28.6,82.062,330.375,-204.875,155.934,-25.285,228.105,35.201,2.3,47211.44,7417.24
108122,-0.059,2.151,-0.521,-77,-84.3,15.8,326.062,377.812,-403.75,103.62,1.516,183.247,35.201,2.28,47255.68,7407.47
108123,0.095,1.113,-1.02,-70.6,-84.6,25.5,363.812,582.5,-127.625,132.51,-3.589,210.369,35.192,2.32,47230.87,7412.72
108124,0.32,1.377,0.586,-83.7,-78.9,18.9,484.312,199.625,-44.312,66.963,-12.075,144.714,35.181,2.32,47317.12,7393.44
108125,0.568,2.765,-0.818,-81.4,-70.4,27.7,558.375,190.812,-309.5,106.478,-11.144,174.234,35.172,2.29,47262.5,7405.27
108126,0.334,2.51,-0.419,-85.8,-71.6,6.1,572.812,559.125,55.375,99.47,-7.472,184.35,35.172,2.32,47329.41,7390.52
108127,0.428,2.897,0.203,-79.3,-80.8,4.3,574.25,154.438,216.125,85.991,-8.393,171.529,35.144,2.32,47364.3,7382.16
108128,0.345,1.632,0.189,-86.3,-72.1,8.3,411.312,283.062,302.812,83.382,-11.844,166.687,35.145,2.3,47391.74,7376.15
108129,0.373,1.022,0.461,-81,-60.3,-3.8,348.375,-75.688,325.125,65.734,-18.398,160.139,35.141,2.27,47466.94,7359.52
108130,0.532,1.433,-0.471,-87.2,-70.8,7,410.25,-65.812,-242.312,108.212,-19.425,194.666,35.121,2.33,47500.3,7351.72
108131,0.296,1.765,-0.221,-70.3,-88.9,14.8,307.5,332.125,-267.438,97.125,-9.442,176.164,35.132,2.43,47595.76,7331.07
108132,-0.19,0.506,-0.099,-66.6,-88.6,21,96.812,499.875,-95.438,101.033,20.279,177.773,35.12,2.42,47668.59,7314.86
108133,-0.412,0.301,-0.177,-64.6,-88.4,12.5,107.625,489.375,-150.625,120.441,49.75,197.989,35.13,2.44,47631.54,7323.18
108134,-0.202,0.351,-0.594,-66.4,-88.3,20.1,183.375,484.562,15.938,149.411,16.31,219.011,35.116,2.39,47547.04,7341.35
108135,0.564,0.506,-0.098,-80.7,-79.9,11.3,70.875,434.625,126.438,100.927,-47.612,321.669,35.124,2.43,47555.93,7339.6
108136,0.186,0.46,0.612,-71.3,-79,-3.9,113.25,266.938,13,36.914,-13.688,133.297,35.091,2.4,47694.03,7308.61
108137,0,1.292,0.687,-67.2,-87,3.3,271,-1.062,86.875,61.999,0,146.929,35.069,2.44,47734.8,7299.19
108138,0.178,0.996,0.232,-75.1,-84.2,23.2,206.625,-97.875,140,76.878,-9.849,145.58,35.031,2.38,47784.43,7287.49
108139,0.55,0.378,-0.149,-71.8,-72.4,33.6,122.188,-204,133.25,111.571,-53.578,12.155,35.057,2.4,47705.12,7305.38
108140,0.397,0.278,-0.652,-54,-63.9,33.2,40.188,-202.5,54.938,156.895,-29.267,246.47,35.046,2.4,47649.22,7317.32
108141,0.036,0.424,-0.648,-42.3,-67.6,29.8,-137.625,-52.062,139.25,146.831,-2.671,225.656,35.059,2.32,47793.37,7286.19
108142,0.223,1.057,-0.54,-50.1,-83.7,26.4,-227.188,29.5,199.438,117.05,-10.62,203.61,35.048,2.43,47874.21,7268.36
108143,0.537,0.931,0.064,-64.6,-90.5,15.2,-134.875,-75.062,93.062,86.042,-29.905,118.261,35.038,2.45,47945.73,7252.6
108144,0.464,0.458,-0.231,-61,-90.3,13.3,53.875,-41.188,-197.812,116.809,-42.112,293.945,35.049,2.4,47973.53,7246.82
108145,-0.34,1.618,-0.49,-40,-80.8,19.7,192.562,176.5,-385.688,106.845,11.359,184.691,35.039,2.42,47846.88,7274.08
108146,-0.081,0.701,-0.753,-46.7,-56.4,27.4,164.375,187.75,-244.25,137.076,4.501,203.876,35.036,2.39,47982.28,7244.63
108147,0.208,0.109,-0.468,-75.9,-53.9,26.2,-38.375,342,-315.25,166.84,-23.412,220.411,35.03,2.42,48093.67,7220.38
108148,-0.124,1.817,-0.138,-81.2,-80.1,9.5,83.5,260.438,-500.75,94.33,3.891,177.732,35.023,2.59,48180.17,7201.55
108149,-0.863,1.668,-0.803,-41.5,-86.3,13.2,182.625,508.25,-406.625,115.714,24.987,199.32,35.009,2.59,48034.82,7232.6
108150,-0.045,0.791,-0.568,-67.7,-65.4,34.6,317.75,547.688,-297.562,125.698,2.641,188.066,34.995,2.61,48129.08,7211.91
108151,0.391,1.733,0.053,-84.6,-61.3,2.2,453.5,358.625,160.25,88.258,-12.718,176.633,34.978,2.61,48079.62,7222.21
108152,0.229,0.573,0.78,-68.4,-73.6,-10,369.125,84.938,129.625,36.304,-13.335,135.665,34.96,2.6,48202.62,7195.23
108153,0.495,0.6,-0.196,-68.1,-88.4,12.6,384.75,64.125,-95,108.099,-38.082,272.358,34.952,2.65,48236.2,7187.82
108154,0.436,0.725,-0.678,-61.2,-82.2,31.7,379.562,147.562,-124.5,133.088,-23.719,234.925,34.943,2.68,48164.62,7203.02
108155,0.531,0.866,-0.411,-73.4,-58.1,29.8,390.562,181.125,-16,115.391,-28.989,176.471,34.928,2.65,48288.26,7176.05
108156,0.496,0.783,0.183,-74.5,-45.7,5.9,335.938,183.438,132.375,76.807,-31.662,158.357,34.828,2.6,48202.86,7192.1
108157,0.211,0.325,0.717,-60.1,-55.2,-15.7,311.25,20.188,71.875,24.373,-14.986,137.895,34.771,2.53,48366.38,7155.63
108158,0.465,0.665,0.08,-62.9,-78.4,-9.4,299.812,-24,-103.562,83.134,-34.759,179.656,34.758,2.58,48447.7,7137.9
108159,0.043,0.558,-0.178,-50.7,-87.3,1,115,229.75,-127.5,107.65,-4.192,209.852,34.763,2.47,48583.35,7109.05
108160,-0.255,0.505,-0.367,-38,-83.8,13.9,-74.75,496.75,-168.25,126.027,22.209,210.775,34.763,2.48,48559.62,7114.11
108161,-0.83,0.506,-0.687,-56.5,-77.4,29.7,111.75,594.375,-303.938,143.655,44.201,206.647,34.76,2.42,48346.44,7159.64
108162,0.298,0.751,-1.019,-86.4,-71.3,19,301.375,583.5,22.25,143.625,-13.237,213.047,34.759,2.49,48483.39,7130.29
108163,0.077,0.386,0.797,-65.6,-79.3,-10.2,333.438,280.562,-118.688,25.859,-4.973,132.615,34.764,2.5,48614.68,7102.38
108164,0.004,2.382,-0.448,-47,-89,15.3,434.812,214.625,-235.875,100.649,-0.092,181.724,34.743,2.52,48687.51,7086.4
108165,-0.508,0.478,-0.555,-54.7,-68.8,34.9,148.5,330.688,-198.062,139.266,34.702,198.934,34.761,2.56,48526.74,7121.09
108166,0.094,0.812,-0.892,-80.5,-71.5,28,174.688,326.438,-360.312,137.689,-4.441,204.424,34.764,2.58,48540.96,7118.11
108167,0.535,1.031,-0.752,-82.6,-78.6,18.7,329.875,366.625,-144.062,126.134,-22.739,213.404,34.765,2.53,48737.36,7076.29
108168,0.425,0.179,0.327,-76.4,-85.5,6.8,181.625,391.938,-148.312,28.646,-48.732,107.088,34.749,2.62,48748.77,7073.52
108169,-0.093,1.647,-0.117,-53,-89.7,15.7,331.375,254.688,-248.688,94.069,3.215,170.894,34.753,2.64,48874.57,7046.92
108170,-0.773,1.064,-0.751,-60.4,-72.1,34.6,234,415.562,-180.5,125.203,30.698,188.204,34.741,2.64,48722.55,7078.89
108171,0.267,0.679,-0.607,-87.1,-71.5,20.6,252.438,405.625,-265.438,131.786,-16.359,206.522,34.746,2.65,48882.62,7045.04
108172,0.619,0.853,-0.38,-77.6,-83.5,8.6,325.125,392.625,-103.625,113.993,-33.533,231.698,34.718,2.69,48857.02,7049.82
108173,0.134,1.391,-0.061,-64.9,-90.4,15.9,351.562,314,-183.812,92.531,-5.486,167.991,34.701,2.71,49085.9,7001.09
108174,-0.337,1.578,-0.8,-71.1,-78.2,31.1,375.562,582.375,-101.312,116.89,10.774,185.099,34.696,2.75,48886.95,7042.97
108175,0.424,0.7,-0.198,-82.5,-70.9,-1.6,283.5,552.125,97.125,105.808,-30.217,209.289,34.7,2.72,48935.47,7032.81
108176,0.338,0.247,0.709,-68.2,-80.2,-8.3,271.812,-11.312,69.25,19.213,-24.23,123.405,34.679,2.76,48999.61,7018.77
108177,0.423,0.86,-0.232,-62.7,-89.6,8.4,240.812,72.312,-228.062,105.117,-25.383,219.321,34.664,2.69,49204.84,6975.22
108178,-0.136,0.851,-0.23,-48.1,-84.7,23.6,136.188,341,-243.562,105.144,8.747,179.386,34.657,2.64,49198.59,6976.39
108179,-0.658,0.435,-0.516,-69,-79.5,31,60.812,530.812,-292.75,139.866,44.248,201.855,34.652,2.68,49098.54,6997.3
108180,0.151,0.996,-0.858,-75.2,-84.8,21.1,358.875,515.938,-209.938,130.754,-6.567,210.902,34.64,2.68,49117.78,6992.99
108181,0.405,0.276,0.288,-85.1,-75.9,9.5,301.938,441.312,132.125,43.811,-45.432,113.888,34.615,2.76,49205.29,6974.01
108182,0.153,0.106,0.812,-83.1,-77.6,6.1,330.688,-10,29.5,7.464,-10.598,136.158,34.602,2.8,49256.08,6963.07
108183,0.153,1.037,-0.199,-76.3,-83.2,24.3,282.312,-50.125,-314.5,100.874,-8.26,172.625,34.589,2.85,49405.71,6931.45
108184,-0.578,0.878,-0.564,-62.9,-80.4,31.7,159.375,329.5,-370.438,122.709,28.963,189.902,34.569,2.83,49214.31,6971.09
108185,0.075,0.663,-0.673,-74.3,-81.7,28,267.875,406.438,-306.188,135.46,-4.548,209.599,34.567,2.85,49324.86,6947.86
108186,0.508,0.904,-0.163,-81.1,-74.7,26.5,352.375,179,-42.188,100.223,-28.973,158.803,34.565,2.93,49371.82,6937.99
108187,0.334,-0.095,0.395,-86.9,-68.1,10,72.75,347.875,-33.938,-13.469,-39.393,142.541,34.537,2.91,49382.93,6935.05
108188,0.352,0.661,0.708,-83.2,-76.7,3.3,-13.188,-93.062,-215.25,43.039,-19.998,136.341,34.515,2.91,49428.97,6924.92
108189,0.36,0.727,0.45,-73.1,-88.3,12.8,101.438,-316.125,-231.875,58.251,-22.84,125.454,34.508,2.89,49543.83,6900.81
108190,-0.175,1.01,-0.08,-41.3,-84.1,15.2,47.75,-254.625,-360.75,94.53,9.782,171.227,34.5,2.87,49605.08,6887.9
108191,-0.936,2.004,0.309,-29.8,-63.2,-4.6,-206.812,-383.125,-200.812,81.222,24.78,174.56,34.52,2.81,49469.99,6916.47
108192,0.087,0.316,0.643,-50.4,-58.9,-18.4,110.438,-239.812,240,26.181,-6.91,135.116,34.507,2.87,49557.76,6897.89
108193,0.511,2.106,0.15,-55.7,-81.7,-10.5,474.062,188,265.125,85.918,-13.615,187.629,34.512,2.85,49689.05,6870.71
108194,0.189,2.921,0.292,-79.1,-83.9,17.8,360.062,626.438,445.125,84.295,-3.69,160.526,34.502,2.89,49575.33,6894.12
108195,-0.709,1.892,0.386,-61.9,-54.5,-12.7,-149.188,427.625,490.188,78.457,20.145,181.139,34.488,2.88,49666.65,6874.83
108196,-0.763,1.056,-0.246,-29.5,-55.7,8.6,-476,392.062,112.375,103.111,35.142,184.313,34.478,2.89,49794.26,6848.17
108197,-0.637,0.874,-0.468,-41.7,-77,25,-472.062,-20.562,-17,118.129,32.73,190.335,34.457,2.9,49789.27,6848.71
108198,-1.078,2.165,0.306,-62.5,-85.6,-4.9,-230.5,-504.688,592.438,81.942,26.236,175.644,34.431,2.89,49758.81,6854.45
108199,0.825,1.611,-0.154,-84.8,-57.7,17.9,522.562,-230,93.562,95.467,-26.998,165.804,34.402,2.84,49872.29,6830.34
108200,0.596,1.14,-0.275,-86.9,-63.2,4.3,367.125,268,-173.438,103.574,-26.954,192.228,34.4,2.86,49867.82,6831.22
108201,-0.038,0.496,0.158,-60.6,-80.3,-7.8,237.562,450.188,73.375,72.313,4.183,165.624,34.388,2.9,49993.78,6804.98
108202,0.068,0.162,0.238,-51,-90.3,2.1,211,132.812,55.875,34.229,-13.344,116.795,34.377,2.94,50087.07,6785.54
108203,0.131,0.51,-0.213,-49.9,-86.2,20.7,273.625,-59.188,-102.062,112.628,-13.306,206.322,34.388,2.91,49963.94,6811.12
108204,0.27,0.258,-0.733,-43.6,-70.4,28.9,81.812,158.125,-168.375,160.632,-19.186,246.641,34.373,2.96,49835.46,6837.3
108205,0.136,0.557,-0.438,-63,-75.8,32.3,-153,283.875,-301.812,128.179,-10.833,204.579,34.381,2.95,50193.86,6763.72
108206,-0.514,3.068,-0.34,-58.5,-84.4,26.3,28.688,271.562,-428.562,96.318,9.462,166.821,34.37,3.02,50128.23,6776.93
108207,-0.729,0.461,-0.548,-60.1,-83.4,27.8,-42.562,103.688,56.938,139.924,45.536,205.656,34.378,3.04,50088.98,6785.17
108208,-0.254,1.494,-0.399,-75.3,-82.4,23.8,-115.625,-41.5,306.25,104.957,9.318,178.878,34.344,3.06,50223.9,6756.74
108209,0.61,0.725,-0.436,-84.5,-69.2,25.6,-2.812,73.938,142.375,121.032,-35.784,207.705,34.319,3.13,50192.09,6762.72
108210,0.703,0.759,0.035,-86.6,-72,11.6,214.25,334.938,-211.812,87.351,-42.752,135.41,34.325,3.11,50300.77,6740.6
108211,0.39,2.272,-0.522,-70.5,-89.3,8.5,472.625,517.125,-36.938,102.942,-9.506,192.059,34.317,3.11,50283.21,6744.01
108212,-0.106,1.472,0.794,-76.8,-84.2,12.9,364.875,480.625,190.062,61.64,3.639,147.616,34.293,3.14,50293.92,6741.31
108213,0.644,2.162,0.041,-87.3,-70.8,16.1,548.812,148.875,147.875,88.914,-16.59,164.653,34.277,3.1,50354.02,6728.67
108214,0.63,2.124,0.347,-82,-62,-0.3,407,310.062,346.25,80.709,-16.306,171.025,34.26,3.09,50392.2,6720.51
108215,-0.01,0.371,0.894,-64.6,-70.7,-14.1,355,-175.75,298,22.531,0.578,137.338,34.25,3.07,50337.16,6731.53
108216,0.271,1.595,-0.426,-73.6,-86.4,22.8,421.25,-304.562,-395.688,104.94,-9.335,180.242,34.249,3.13,50509.62,6696.37
108217,-0.399,2.386,-1.002,-36.7,-64.2,24.9,67.312,-164.75,-637.188,112.784,8.767,182.333,34.25,3.19,50556.77,6686.8
108218,-0.326,1.592,-0.505,-64.6,-53.4,29.5,-169.75,276.688,-521.812,107.588,11.046,170.904,34.246,3.17,50413.79,6715.82
108219,0.124,1.183,-0.534,-81.9,-81.8,16.7,90.062,452.938,-437.75,114.291,-5.456,194.023,34.234,3.21,50634.95,6670.6
108220,-0.159,0.517,-0.133,-60.6,-90.2,14.4,243.125,542.562,-55.812,104.392,16.589,185.756,34.213,3.24,50746.16,6647.63
108221,-0.219,0.369,-0.099,-76.9,-85.6,13.5,8.125,552.312,149.875,104.96,29.791,184.724,34.21,3.35,50718.58,6653.14
108222,-0.349,0.047,0.383,-59,-76.6,-12.9,-164.062,525.75,-68.062,6.981,42.192,128.185,34.205,3.23,50527.63,6691.75
108223,-0.994,0.325,-0.542,-24.4,-63,2.3,56.125,483,-199.812,149.036,57.552,231.448,34.174,3.27,50740.42,6647.94
108224,-0.282,0.355,-0.61,-37.8,-62,26,-274.938,-6.125,129,149.783,21.78,216.353,34.159,3.24,50817.56,6632.03
108225,-0.165,2.667,-0.399,-51.5,-89.2,12.7,-291.125,-72.312,455.375,98.511,3.5,180.646,34.14,3.16,50844.79,6626.13
108226,1.108,-0.118,-0.145,-79.4,-84.3,9.2,48.75,163.375,134.812,-140.921,-80.401,230.562,34.14,3.2,50779.73,6639.27
108227,0.428,0.776,0.363,-72.4,-88.3,8.2,314.5,270.688,-47.688,64.924,-26.572,124.245,34.12,3.16,50855.74,6623.5
108228,0.298,1.781,-0.239,-75.2,-84.1,21.1,370.188,435.062,24.375,97.646,-9.405,170.812,34.145,3.21,51010.22,6592.95
108229,-0.34,1.382,-0.183,-80,-78.8,0.4,288.625,698.125,88.875,97.523,13.693,185.886,34.138,3.23,51058.6,6583.1
108230,0.101,1.977,0.22,-61,-89.8,1.6,348.812,403.438,205.375,83.663,-2.893,168.479,34.146,3.23,51048.78,6585.23
108231,0.33,1.821,0.29,-78,-84.4,19.7,408.938,466.312,200.062,80.956,-10.142,152.422,34.136,3.21,50928.97,6609.09
108232,0.191,1.627,0.803,-86.3,-64.3,4,336.375,326.438,341.75,63.724,-6.018,158.158,34.127,3.23,50995.84,6595.46
108233,0.242,1.149,0.845,-71,-66.1,-11.3,397.562,3.438,262.688,53.656,-9.632,153.369,34.132,3.3,51051.96,6584.3
108234,0.908,2.276,-0.298,-75.5,-85.1,5.4,594.062,169.812,-64.688,97.451,-21.575,188.305,34.128,3.33,51117.81,6571.01
108235,0.46,2.671,0.051,-83.4,-75.9,23.4,567.062,469.438,204.688,88.912,-9.762,160.308,34.123,3.32,51100.15,6574.44
108236,0.231,2.359,0.599,-79.4,-55.6,-4.6,406.688,178,436.062,75.746,-5.429,172.874,34.112,3.36,51227.86,6548.63
108237,0.291,2.076,0.342,-65.9,-71.3,-13.5,459.125,84.375,375.812,80.656,-7.871,181.805,34.11,3.41,51192.13,6555.73
108238,0.055,2.109,0.309,-73.6,-82.3,-2.5,265.188,329,494.938,81.655,-1.469,172.452,34.091,3.48,51302.74,6533.24
108239,-0.491,1.328,0.205,-64,-65.2,-15.6,-227.688,396.688,396.438,81.229,20.065,183.772,34.097,3.46,51244.67,6544.96
108240,-0.455,0.861,-0.204,-31.6,-50.2,1.2,-449.188,367.312,-3.438,103.331,27.208,191.63,34.058,3.41,51372.67,6518.61
108241,-0.392,0.74,-0.38,-50.8,-61.7,33.1,-293,163.562,-220.062,117.167,25.26,179.035,33.973,3.39,51413.46,6508.68
108242,-0.441,0.307,-0.408,-53.5,-75.6,31.5,-176.5,-64.188,-150.062,142.999,40.813,205.542,33.921,3.34,51463.43,6497.64
108243,-0.777,0.246,-0.215,-39.2,-81.7,21.5,-114.312,-217.25,-55.125,131.121,67.205,203.835,33.893,3.41,51392.15,6511.23
108244,-0.78,0.169,0.471,-35.5,-81.7,-0.3,-93.625,-296.812,26.062,19.706,57.295,119.012,33.886,3.28,51485.74,6492.48
108245,-0.091,-0.002,0.417,-61.9,-86.5,-4.9,260.625,-559.5,41.375,-0.268,12.287,125.378,33.884,3.34,51545.21,6480.63
108246,0.077,2.009,-0.43,-50.6,-87.9,20.6,278.188,-19.688,-419.812,102.095,-2.15,177.906,33.881,3.32,51542.79,6481.05
108247,-0.508,1.628,-0.731,-43.2,-61.7,26.1,36.875,153.375,-445.5,114.182,15.904,181.401,33.885,3.3,51530.21,6483.63
108248,-0.108,1.621,-0.748,-68.2,-65.3,34.1,-136.75,275.25,-543.188,114.758,3.473,177.143,33.886,3.32,51608.3,6468.19
108249,-0.033,2.545,-0.933,-63.3,-87.7,24.3,129.25,420.812,-576.875,110.131,0.701,186.527,33.883,3.34,51565.27,6476.64
108250,0.176,0.919,-0.688,-67.5,-76.7,32.8,319.625,504.562,-226.188,126.811,-8.698,199.882,33.889,3.46,51687.64,6452.56
108251,0.348,1.578,0.131,-88,-69.8,15.1,362.875,363.5,-42.812,85.263,-12.409,163.719,33.876,3.56,51756.59,6438.66
108252,0.387,1.688,0.23,-81.3,-76.3,0.1,352.75,275.375,58.688,82.227,-12.817,170.538,33.871,3.6,51771.63,6435.59
108253,0.455,1.171,0.223,-72.3,-84.8,-1.3,223,353.562,99.938,79.242,-20.882,158.929,33.854,3.61,51723.49,6444.73
108254,-0.115,0.964,0.603,-65.6,-86.5,-2.2,90.688,320.562,152.062,57.974,5.782,148.838,33.802,3.65,51843.22,6420.05
108255,-0.19,1.264,0.526,-69.3,-88.1,4.5,171.25,177.375,241.062,67.402,7.914,154.477,33.824,3.66,51896.08,6410.11
108256,-0.015,0.971,0.385,-80.9,-80.1,4.6,87.375,208.875,267.75,68.397,0.803,157.597,33.83,3.68,51871.03,6415.16
108257,-0.099,0.333,0.528,-77.5,-66.2,-8.7,-12.75,233.312,211.938,32.224,8.975,148.312,33.839,3.66,51927.47,6404.25
108258,-0.17,-0.129,0.69,-56.4,-58.9,-17.3,-94.688,231.312,62.125,-10.576,13.6,132.658,33.854,3.71,51981.63,6393.94
108259,-0.185,-0.299,0.506,-49.6,-57.3,-15.7,111.812,-143.312,-25.938,-30.572,17.527,126.614,33.854,3.7,52037.7,6382.94
108260,-0.173,0.809,0.475,-62.3,-70.2,-15.3,170.312,-33.5,-252.875,59.568,10.431,163.104,33.836,3.65,52026.83,6384.7
108261,-0.349,0.725,0.388,-49.5,-77.8,-13.1,37.562,70.188,-203.75,61.824,23.013,161.387,33.832,3.7,51956.07,6398.5
108262,-0.737,0.178,0.081,-36.3,-71.7,-12.2,-123.75,119.812,-5.188,65.485,75.161,166.427,33.809,3.54,52055.8,6378.44
108263,-0.645,0.162,-0.039,-30.6,-66.2,-7.7,-124.938,118,-30.562,103.548,75.516,198.627,33.79,3.47,52124.01,6364.72
108264,-0.703,0.956,0.537,-27.9,-68.2,-4.6,3.625,-47.75,180.75,60.673,32.667,152.637,33.773,3.43,52188.72,6351.72
108265,-0.447,0.919,0.059,-37.9,-80.3,-5.5,33.625,-81.25,131.688,86.356,25.883,180.318,33.736,3.42,52171.61,6354.3
108266,-0.201,0.869,0.189,-44.8,-78,-10.6,-240.75,-24.438,25.812,77.703,12.743,174.145,33.737,3.43,52184.6,6351.77
108267,-0.231,0.802,0.624,-44.9,-63.5,-18.2,-325.5,0.438,71.5,52.139,12.824,156.794,33.731,3.49,52205.33,6347.61
108268,-0.267,0.28,0.384,-41.5,-49.8,-11.8,-261.5,20,88.562,36.14,29.381,148.952,33.722,3.46,52313.81,6326.27
108269,-0.336,-0.35,0.648,-34.5,-49.6,-6.2,0.438,-83.688,185.812,-28.398,24.5,117.136,33.723,3.43,52182.72,6351.85
108270,-0.117,0.423,0.48,-35.4,-65.5,-12.8,307.688,-41.875,200.438,41.35,10.376,137.445,33.704,3.41,52425.49,6304.18
108271,-0.035,2.131,-0.083,-43.6,-86.8,5.1,489.312,214.062,228.688,92.23,0.944,177.814,33.691,3.33,52436.96,6301.69
108272,0.474,1.151,-0.275,-80.5,-70,28.9,251,602.188,276.938,103.452,-21.846,165.846,33.68,3.43,52351.25,6318.12
108273,0.289,0.415,0.63,-83.4,-53.9,3,343.25,-166.25,167.25,33.341,-20.946,145.609,33.678,3.38,52402.12,6308.19
108274,0.58,0.855,-0.129,-87.7,-63.5,13.4,351.75,-274.875,-232.938,98.569,-33.842,174.116,33.663,3.4,52512.99,6286.38
108275,0.172,0.646,-0.504,-78.1,-83,21.2,-10.625,119.562,-373.938,127.935,-11.843,209.624,33.642,3.45,52607.87,6267.58
108276,-0.371,0.968,-0.304,-51.7,-90.1,8.2,8.5,429.562,-443.25,107.407,20.078,193.626,33.623,3.44,52613.88,6266.04
108277,-0.605,1.153,-1.313,-44.8,-68.1,29.1,260.125,554.688,-412.25,138.715,19.105,206.475,33.618,3.45,52522.12,6283.68
108278,0.332,1.247,-0.346,-83.4,-50.8,9,466.25,474.75,29.625,105.524,-14.377,184.14,33.603,3.49,52582.36,6271.73
108279,0.161,0.561,0.767,-63.5,-64.6,-15.6,325.75,32.062,222.812,36.187,-9.616,141.586,33.583,3.46,52648.22,6258.59
108280,0.527,0.19,0.095,-77.8,-83.5,7.5,344.688,-353.75,-117.125,63.553,-68.035,49.774,33.584,3.52,52703.97,6247.84
108281,0.122,0.775,-0.628,-54.3,-87.1,21.2,85.25,49.75,-411.125,129.001,-6.975,221.031,33.587,3.65,52675.85,6253.33
108282,-0.058,1.44,-1.27,-50.5,-67.3,32.7,268.25,385.875,-401.375,131.413,1.718,200.799,33.589,3.64,52576.83,6272.5
108283,0.132,0.324,-0.167,-85.9,-56.4,11.7,296.5,560.062,-125.938,117.251,-19.875,193.988,33.603,3.72,52785.77,6232.47
108284,0.387,1.163,0.541,-66.3,-69.1,-14.9,280.5,242.438,250.125,65.073,-16.806,160.272,33.605,3.77,52816.84,6226.53
108285,0.238,1.94,0.622,-61.1,-84.1,-8,252,294.25,305.5,72.233,-6.667,160.553,33.565,3.78,52867.34,6216.01
108286,-0.476,0.486,0.816,-56.6,-87.8,-2.9,65.812,457.062,78.688,30.782,26.634,134.178,33.566,3.84,52859.12,6217.6
108287,-0.31,1.06,0.166,-53.9,-89.9,13.3,270.375,144,72,81.103,16.135,160.386,33.553,3.8,53047.1,6181.3
108288,-0.392,0.836,-0.816,-67.1,-80.8,28.4,204.25,316.625,25.062,134.289,18.561,202.224,33.541,3.8,52813.52,6225.86
108289,0.434,-0.012,-0.575,-85.5,-77.3,14,80.875,491,-113.125,-178.833,-37.066,231.939,33.522,3.89,53018.55,6186.13
108290,0.224,1.355,-0.107,-59.7,-88.8,-0.6,247.312,431.625,-269.25,94.531,-9.34,189.698,33.497,3.93,53217.3,6147.66
108291,-0.671,1.091,-0.831,-52.6,-81,29.8,292.5,796.562,-99.312,127.278,26.057,196.888,33.498,3.91,53113.91,6167.41
108292,0.206,0.755,0.439,-84.2,-71.3,1.5,242.5,616.062,101.375,59.826,-13.261,151.358,33.501,3.87,53034.34,6182.68
108293,0.518,0.507,0.525,-71.5,-79.4,-5.3,302.875,-13.125,42.75,43.97,-35.388,114.316,33.495,3.87,53156.4,6159.23
108294,0.204,1.017,-0.307,-59.6,-90.7,8,223.188,334.438,-263.562,106.82,-10.868,204.013,33.496,3.84,53381.85,6116.34
108295,-0.719,1.294,-0.718,-60.3,-81.9,29.8,320.938,841.75,-193.375,119.033,25.918,188.478,33.496,3.84,53296.32,6132.6
108296,0.283,1.648,0.14,-83.7,-71.5,2.4,351.75,696.562,156,85.161,-9.709,173.189,33.498,3.88,53191.17,6152.66
108297,-0.132,0.701,0.752,-60.6,-80.8,-11,161.938,387.375,322.875,42.999,7.307,142.868,33.486,3.92,53358.34,6120.6
108298,0.04,0.688,0.506,-64.1,-89.1,3.8,363.688,122.438,153,53.693,-2.683,137.433,33.458,3.94,53486.39,6095.75
108299,0.302,2.288,-0.535,-76.6,-78.7,27.3,510.938,326.812,106,103.159,-7.315,172.454,33.458,3.93,53372.16,6117.43
108300,0.258,0.786,0.283,-80.7,-59,-3.2,277.938,501.438,192.875,70.189,-17.147,164.3,33.438,3.97,53395.95,6112.51
108301,0.262,0.5,0.557,-61.2,-72.2,-15.9,251.188,127.875,190.125,41.882,-19.262,131.352,33.409,3.96,53504.82,6091.28
108302,0.125,-0.161,0.63,-64.3,-85.4,-2.6,259.625,-46.062,103.25,-14.349,-10.883,128.643,33.4,3.91,53488.92,6094.11
108303,0.262,0.236,-0.069,-64.7,-89.4,16.6,255.562,95.938,-114.438,106.351,-46.74,336.779,33.403,3.94,53696.19,6055.01
108304,-0.101,0.748,-0.396,-60.7,-83.7,28.9,253.188,390.375,-216.875,117.925,6.775,190.953,33.411,3.91,53623.99,6068.8
108305,-0.12,0.491,-1.056,-87.3,-75.7,15.8,251.938,825.25,-63.5,155.067,5.885,214.091,33.4,3.87,53547.19,6083.09
108306,0.294,0.328,0.412,-54,-82.2,-9,174.188,333.688,-2.562,38.527,-29.162,107.737,33.395,3.92,53737.88,6046.99
108307,-0.095,1.753,-0.065,-41.5,-84.9,12.8,266.312,269.938,-85.438,92.136,3.089,168.19,33.398,3.98,53814.77,6032.59
108308,-0.202,0.715,-0.495,-55,-76,31.5,46.812,399.375,-104.812,124.671,13.075,193.573,33.396,3.92,53802.33,6034.88
108309,-0.534,1.065,-0.668,-73.3,-86,22,-21,594.125,-453.125,122.086,23.015,195.057,33.395,3.95,53822.34,6031.1
108310,-0.243,1.311,-1.357,-57,-84.4,27.4,399.5,759.5,-292.062,135.985,7.341,212.048,33.393,3.95,53731.31,6048.2
