idx,accelX_g,accelY_g,accelZ_g,magX_uT,magY_uT,magZ_uT,gyroX_dps,gyroY_dps,gyroZ_dps,gyroX_deg,gyroY_deg,gyroZ_deg,temp_C,humidity,pres_Pa,alt_m
107455,0.019,-0.02,0.042,-49,-42.8,2.8,1.688,63.875,-3.812,-26.03,-21.655,145.117,43.941,3.78,29068.78,13079.1
107456,0.024,-0.019,0.044,-49.7,-43.4,5.1,2.625,62.688,-3.188,-22.891,-27.104,144.904,43.94,3.83,29037.92,13091.57
107457,0.024,-0.021,0.043,-48.6,-44.2,6.1,3.312,61.75,-3,-26.565,-26.94,146.091,43.936,3.8,29004.38,13105.02
107458,0.02,-0.021,0.041,-49.1,-43.5,7.5,3.562,60.688,-2.5,-27.646,-23.889,147.844,43.937,3.75,28980.84,13114.61
107459,0.02,-0.024,0.048,-49.7,-43.8,8.1,3.75,59.625,-2.375,-27.031,-19.98,147.738,43.945,3.76,28954.74,13125.55
107460,0.02,-0.023,0.043,-50.4,-43.2,9.7,3.688,58.938,-1.438,-28.61,-21.754,149.996,43.923,3.78,28928.69,13135.24
107461,0.023,-0.024,0.046,-52.1,-43,10.3,3.875,58.062,-1.062,-28.009,-24.267,150.907,43.932,3.8,28902.26,13146.37
107462,0.022,-0.022,0.048,-51.5,-44,11.1,4,57.25,-0.375,-25.145,-23.021,149.086,43.938,3.79,28883.31,13154.34
107463,0.023,-0.022,0.044,-52.3,-43.5,11.9,4.438,56.625,1,-27.072,-25.403,151.07,43.972,3.84,28857.68,13166.2
107464,0.023,-0.023,0.046,-53.7,-42.1,12.2,3.812,56,1.438,-27.051,-24.455,152.476,43.926,3.79,28833.43,13174.21
107465,0.021,-0.023,0.044,-54.1,-43.8,11.3,3.25,55,2.5,-28.072,-23.334,151.657,43.968,3.8,28818.37,13182.14
107466,0.022,-0.024,0.045,-54.5,-43,13.7,3.188,55.438,3.625,-28.523,-23.716,153.624,43.937,3.89,28792.98,13191.23
107467,0.021,-0.024,0.046,-55.8,-43.3,15.6,2.625,54,4.125,-28.009,-22.453,154.434,43.938,3.86,28778.14,13197.33
107468,0.02,-0.025,0.045,-56.7,-43.9,13.9,1.562,51.5,5.312,-29.476,-21.674,154.279,43.935,3.88,28764.61,13202.77
107469,0.019,-0.023,0.044,-56.2,-43.4,13.9,0.25,50.062,6.062,-28.072,-20.433,153.639,43.961,3.88,28744.03,13212.28
107470,0.02,-0.025,0.043,-58.3,-43.7,13.9,-0.875,48.875,6.375,-30.579,-22.338,155.463,43.941,3.9,28727.18,13218.38
107471,0.021,-0.025,0.043,-58.3,-42.9,12.1,-2.312,46.938,7.062,-30.579,-23.29,155.097,43.981,3.9,28714.13,13225.39
107472,0.02,-0.026,0.041,-58.1,-43.2,13.9,-4.438,45.188,6.5,-32.735,-21.829,156.713,43.94,3.84,28699.56,13229.68
107473,0.022,-0.024,0.041,-59.5,-42.3,14.1,-5.625,43.562,5.938,-30.763,-25.2,156.869,43.972,3.76,28691.21,13234.42
107474,0.023,-0.025,0.042,-59.3,-42.6,15.9,-7.812,41.688,5.75,-31.159,-25.53,157.714,43.935,3.8,28679.35,13237.75
107475,0.021,-0.025,0.042,-60,-44.6,14.6,-9.5,40,5.438,-31.159,-23.645,156.146,43.93,3.81,28669.73,13241.53
107476,0.02,-0.025,0.039,-60.1,-43.7,13.7,-10,38.562,5.062,-33.024,-23.758,157.149,43.912,3.76,28659.46,13244.99
107477,0.022,-0.024,0.037,-61.1,-44.4,15.9,-13,38.062,4.25,-33.341,-26.823,158.378,43.908,3.82,28652.03,13247.9
107478,0.023,-0.025,0.035,-63.2,-44.1,16.4,-13.75,38.188,2.562,-35.838,-28.389,160.586,43.904,3.75,28648.96,13249
107479,0.024,-0.024,0.032,-63.6,-45.2,18.4,-14.562,39.625,1.438,-37.147,-31.126,161.877,43.955,3.71,28646.22,13252.26
107480,0.025,-0.024,0.025,-63.8,-45.1,19.6,-15.062,41.812,0.312,-43.877,-35.785,166.412,43.93,3.73,28641.08,13253.33
107481,0.026,-0.024,0.025,-66.8,-44.4,19.8,-15.938,43.688,-2,-43.877,-36.817,167.201,43.921,3.69,28635.96,13255.07
107482,-0.097,0.127,-0.227,-68.6,-46,18.5,-16.312,37.812,-6.562,150.841,20.357,201.842,43.913,3.65,28634.86,13255.18
107483,0.037,-0.035,-0.033,-69.7,-44.3,17.3,-1.812,40.875,-4.188,-133.363,-37.503,212.43,43.931,3.63,28627.69,13258.87
107484,0.025,0.017,-0.012,-71.2,-46.4,17.7,-1.25,40.125,-3.875,125.218,-51.329,240.618,43.931,3.75,28624.79,13260.07
107485,0.031,0.092,-0.025,-73.7,-45.5,15.4,-2.688,38.375,-2.75,105.461,-18.165,177.18,43.903,3.9,28619.17,13261.23
107486,0.052,0.011,-0.051,-73.2,-45.3,14.2,0.25,36.562,-10.812,168.056,-44.919,229.45,43.938,4,28615.71,13264.13
107487,0.069,0.025,-0.048,-76.8,-46.5,13.7,5.375,35.062,-17.562,152.049,-52,239.306,43.898,3.97,28617.46,13261.7
107488,0.087,0.037,-0.043,-77.3,-47,13.1,6.438,30.5,-24.5,139.185,-56.846,253.004,43.926,3.9,28628.54,13258.31
107489,0.094,0.113,-0.07,-80,-47.8,11.2,-11.625,34.5,-39.562,121.827,-35.113,202.08,43.879,3.78,28636.21,13253.21
107490,0.091,0.602,0.184,-84.2,-51.5,12.1,-84.125,50,-100.75,72.969,-8.201,160.866,43.882,3.66,28641.43,13251.19
107491,0.117,1.447,0.08,-84.6,-51.3,9.8,-5.312,36.562,194.375,86.835,-4.619,171.064,43.879,3.5,28626.02,13257.38
107492,0.25,0.873,-0.02,-70,-43,5.6,-29.75,49,151.812,91.282,-15.975,175.218,43.881,3.33,28650.07,13247.58
107493,0.107,0.03,0.041,-61.5,-42.2,7.8,-37.875,25.438,18.5,36.431,-64.613,103.686,43.862,3.06,28659.33,13242.95
107494,0.111,0.111,0.053,-64.6,-42,9.9,-27.875,16.062,-101.625,64.654,-42.105,133.238,43.835,2.85,28658.84,13242.05
107495,0.136,0.264,-0.096,-77.7,-46.9,11.6,-6.25,12.625,-184.562,109.881,-25.75,185.86,43.783,2.74,28681.07,13230.71
107496,0.118,0.574,0.014,-90.2,-59.3,13.5,32.125,-0.75,-225.062,88.636,-11.625,168.968,43.797,2.61,28711.8,13218.66
107497,0.035,0.487,-0.05,-90.2,-75.1,15.9,80.125,-22,-190.688,95.836,-4.105,174.47,43.79,2.44,28728.18,13211.67
107498,-0.004,0.266,-0.029,-83.1,-83.7,20,83.312,-38.688,-162.188,96.271,0.834,172.744,43.795,2.31,28725.15,13213.12
107499,-0.091,0.253,-0.117,-71.7,-87.5,23.8,52.75,-84.062,-96.438,114.859,18.046,189.003,43.803,2.2,28722.63,13214.5
107500,-0.211,0.105,-0.089,-62.3,-87.3,28.6,26.188,-235.375,81.75,130.117,56.822,198.067,43.805,2.13,28752.42,13202.33
107501,-0.18,0.49,-0.039,-54,-83.2,29.3,167.938,-280.625,146.562,94.556,20.071,164.222,43.79,2.09,28783.27,13189.07
107502,-0.219,0.803,-0.073,-40.1,-71.9,25.7,219.75,-297.312,-15.625,95.207,15.166,161.814,43.778,2,28786.34,13187.31
107503,-0.378,0.217,-0.012,-28.7,-66.1,2.9,3.75,-348.375,-18.875,93.094,60.123,180.537,43.762,1.97,28757.7,13198.39
107504,-0.328,0.065,0.058,-48.6,-68.4,-14.7,75,-367.875,101.125,48.633,75.12,154.45,43.735,1.96,28815.19,13173.74
107505,0.123,0.356,-0.021,-76.5,-77.8,-5.3,212,-238.125,-28.438,93.449,-19.013,191.946,43.732,1.99,28862.9,13154.12
107506,-0.018,0.944,-0.156,-75.7,-89.4,14.7,154,-157.938,-198.625,99.395,1.052,180.067,43.721,2.03,28860.2,13154.75
107507,-0.012,0.575,-0.277,-57.3,-91.7,14.8,-136.812,-85.062,-139.75,115.742,1.051,204.212,43.665,1.98,28859.43,13152.75
107508,-0.279,0.602,-0.135,-51.1,-86.1,-2.8,-267.75,97.75,34.188,102.607,24.34,194.893,43.718,1.92,28820.93,13170.69
107509,-0.333,0.94,-0.007,-43.2,-74.5,-10.5,-334.375,233.375,57.375,90.416,19.499,189.559,43.721,1.92,28809.08,13175.63
107510,-0.429,0.574,-0.092,-29.2,-61.3,2.6,-285.312,288.125,-77.438,99.083,36.461,186.791,43.748,1.92,28857.46,13156.99
107511,-0.454,0.67,-0.017,-36.4,-62.7,21.6,-326.062,88.5,-13.875,91.42,34.123,163.012,43.715,1.93,28902.36,13137.33
107512,-0.516,1.795,-0.161,-40.8,-84.5,16.4,-416.812,-102.625,301.938,95.127,15.987,172.039,43.702,1.91,28948.18,13118.17
107513,-0.304,2.305,0.159,-74.6,-83.8,1.3,-173.062,-18.75,544.312,86.052,7.483,175.239,43.691,1.9,28955.99,13114.53
107514,-0.183,1.436,0.287,-71.3,-54.2,-7.7,-71.875,223.5,448.938,78.698,7.143,177.731,43.685,1.92,28983.98,13102.9
107515,-0.482,0.845,0.062,-36.4,-51.7,-0.5,-262,323.438,275.625,85.773,29.635,176.684,43.686,1.9,28983.67,13103.08
107516,-0.435,0.534,-0.078,-37.4,-72.2,25.3,-371.25,225.375,50,98.321,38.896,169.173,43.686,1.81,28996.72,13097.78
107517,-0.706,1.549,0.125,-44.9,-86.8,16.8,-465.875,-140.625,34.312,85.389,24.423,162.685,43.671,1.76,28951.07,13115.69
107518,-0.277,1.479,0.322,-67.4,-75.4,-11.1,-290,-208.75,331.25,77.712,10.379,176.28,43.659,1.69,29076.31,13064.43
107519,-0.118,0.196,0.367,-73.7,-61.5,-9.6,21,87.25,140.188,28.128,15.844,148.502,43.642,1.62,29075.13,13064.19
107520,-0.317,0.266,0.297,-57.8,-67.3,-13.3,175.125,252.062,75.312,41.925,38.499,152.58,43.64,1.48,29098.25,13054.76
107521,-0.566,0.439,-0.087,-42,-81.6,-5.4,116.75,245.375,187.75,101.187,51.66,193.499,43.611,1.41,29164.33,13026.92
107522,-0.2,0.378,-0.223,-50.3,-90.7,10.6,-12.062,276,186.688,120.504,24.532,204.646,43.589,1.36,29190.88,13015.36
107523,0.241,0.248,-0.244,-62.5,-91.5,8.8,-113.875,330.062,83.938,134.545,-34.724,259.526,43.581,1.44,29147,13032.69
107524,0.089,0.435,0.306,-58.8,-90.8,8.7,87.812,458.938,94.875,54.853,-9.472,128.124,43.581,1.51,29211.16,13006.86
107525,-0.51,0.798,0.341,-70.8,-89.5,7.8,-90,380.938,223.875,66.894,30.459,157.319,43.594,1.47,29207.78,13008.76
107526,-0.711,0.385,0.161,-62,-79.1,-8.8,-201.562,423.312,30.938,67.277,59.598,167.006,43.582,1.53,29136.51,13036.94
107527,-0.724,0.847,-0.227,-34.4,-71.7,-3.8,-112.938,260.75,82.688,105.026,39.543,197.643,43.576,1.45,29256.96,12988.26
107528,-0.413,1.221,-0.224,-35,-80.1,4.8,-113.938,154.062,190,100.373,18.397,189.44,43.584,1.37,29374.04,12941.7
107529,-0.013,1.712,-0.121,-49.5,-89.7,9.9,-99.188,172,276.375,94.044,0.424,175.952,43.54,1.36,29343.34,12952.18
107530,0.496,0.875,0.101,-65.7,-88.8,5,-113.75,308.188,98.125,83.45,-29.364,133.406,43.549,1.39,29276.69,12979.22
107531,-0.195,0.717,0.619,-54.2,-87.7,1.5,72.375,355.625,44.125,49.219,11.643,138.611,43.534,1.35,29354.64,12947.4
107532,-0.51,1.07,0.242,-61.2,-91,12.6,7.875,243.5,249.875,77.25,24.958,160.568,43.537,1.45,29407.74,12926.36
107533,-0.095,0.769,0.11,-77.1,-84.8,5.7,-140.875,173.438,286.5,81.839,6.947,168.46,43.547,1.38,29463.64,12904.47
107534,-0.436,0.695,0.295,-75.3,-66.9,-9.5,-242.812,220.5,170.562,67.015,30.027,169.932,43.552,1.35,29440.71,12913.83
107535,-0.581,0.464,0.405,-52.3,-62.3,-14,57.688,295.312,244.5,48.857,43.329,158.312,43.544,1.5,29450.84,12909.47
107536,-0.345,2.029,0.123,-40.3,-78.8,-4.5,35.562,211.875,477.75,86.532,9.619,179.702,43.538,1.33,29519.78,12881.81
107537,0.019,2.008,0.283,-63.7,-86.8,1.1,-123.375,378.688,440.062,81.975,-0.524,168.145,43.53,1.36,29467.23,12902.38
107538,-0.503,0.493,0.02,-50.6,-73.8,-11.2,-313.188,487.312,124.125,87.732,45.539,185.346,43.524,1.34,29497.71,12889.98
107539,-0.401,0.206,-0.444,-30.2,-60.1,12,-231.625,433.562,-230.312,155.121,39.334,226.908,43.5,1.22,29400.55,12927.71
107540,0.447,0.312,0.214,-62.3,-53.4,30.6,24.688,277.562,-350.125,55.613,-49.747,109.675,43.456,1.32,29577.54,12855.59
107541,0.677,0.519,0.527,-85.8,-66.1,27.1,45.438,-41.5,-293.625,44.572,-42.475,124.241,43.427,1.34,29627.25,12834.74
107542,-0.053,0.61,-0.139,-75,-81.3,33,-51.5,-129.438,-294,102.8,4.816,170.198,43.403,1.3,29706.94,12802.33
107543,-0.737,0.754,0.205,-52.1,-86,25.5,-166.25,-110.438,-257.938,74.801,43.306,152.414,43.395,1.22,29518.45,12876.52
107544,-0.73,0.557,0.654,-35.1,-79.8,4.3,-242.625,-188.125,-114.188,40.439,40.355,132.468,43.394,1.1,29556.84,12861.27
107545,-0.259,0.38,0.425,-52.1,-80.8,-10.3,19.812,-64,397.25,41.805,24.423,143.789,43.322,0.96,29627.34,12830.45
107546,-0.366,3.738,-0.032,-74.9,-80.7,-4.7,90.188,313,658.312,90.494,5.592,183.746,43.273,1.1,29751.13,12779.7
107547,-0.947,1.68,0.054,-43,-65.6,-12.7,-317.375,784.5,395.5,88.17,29.394,188.628,43.276,1.13,29719.75,12792.17
107548,-0.903,2.06,0.064,-36.5,-80.2,16.4,-577.125,145.562,177.812,88.209,23.652,163.88,43.282,1.14,29701.18,12799.71
107549,-0.909,3.804,-0.187,-67.3,-77.5,-9.8,-392.312,-168.188,642.75,92.82,13.417,189.272,43.276,1.11,29811.07,12756.3
107550,-0.282,2.698,0.235,-53.7,-56,-13.5,4.062,336.5,610.312,85.017,5.947,188.236,43.266,1.11,29894.27,12723.31
107551,-0.792,1.631,-0.34,-40,-85.5,11.4,-375.25,509.438,364.25,101.764,25.414,184.907,43.286,1.12,29860.47,12737.36
107552,-0.804,0.951,-0.432,-39.4,-82.8,1.5,-413.562,442.25,-288.062,114.457,37.599,202.99,43.266,1.11,29953.73,12700.13
107553,-0.482,1.029,-0.241,-37.2,-53,18.4,-29.188,212.875,-465.812,103.189,24.529,174.169,43.248,1.09,29922.39,12711.6
107554,-1.612,2.521,-1.018,-32.2,-57.1,11.5,-455.625,-891.062,379.875,111.989,30.67,190.666,43.238,1.03,30011.42,12676.51
107555,-0.102,0.846,-0.464,-72.9,-87,-1.1,352.188,-688.375,-136.375,118.717,6.005,208.001,43.246,1.02,30046.6,12663.17
107556,-0.346,0.542,-0.396,-58.2,-90.8,11.1,-168.312,-398.25,-103.812,126.187,27.239,206.828,43.226,1.01,30014.47,12674.85
107557,-0.488,0.239,0.302,-67.3,-85.6,-0.7,-160.375,-335.312,68.812,38.41,51.738,141.529,43.224,1.06,30032.13,12667.91
107558,0.523,0.026,0.258,-85.5,-77.7,7.3,-30.812,-235.5,144.375,5.839,-63.66,115.582,43.222,1.16,29962.49,12694.96
107559,0.711,0.162,0.258,-89.8,-71.4,17.2,264.312,61.25,52.312,32.161,-66.811,101.222,43.235,1.14,30010.94,12676.6
107560,0.55,1.327,-0.022,-87.5,-68.3,3.4,363.75,309.062,193,90.969,-22.521,177.648,43.233,1.18,30016.28,12674.45
107561,-0.03,1.932,0.553,-64.3,-69.3,-13.9,106,437.562,446.25,74.02,0.862,175.002,43.227,1.16,30142.48,12625.28
107562,-0.702,0.763,0.147,-34.8,-73.7,-4,-345.812,502.438,191.938,79.071,42.075,172.354,43.22,1.21,30146.83,12623.3
107563,-0.591,0.425,-0.296,-34.5,-73.2,23.3,-288.438,448.25,-248.5,124.859,48.821,196.25,43.184,1.15,30133.15,12627.16
107564,0.016,0.654,-0.528,-57.6,-71.5,36.4,-5.5,212.375,-383.688,128.92,-1.064,196.473,43.145,1.15,30212.04,12595.11
107565,-1.064,2.856,-0.754,-39.5,-71.9,26.4,-430.25,-758.375,-356.125,104.798,19.807,173.517,43.128,1.17,30210.13,12595.17
107566,-0.048,1.67,0.287,-62.4,-71.9,-15.4,86.375,-567,509.75,80.25,1.617,182.666,43.123,1.12,30212.09,12594.24
107567,0.616,0.73,-0.324,-86.1,-80.2,12.5,380.75,-190.312,-75.188,113.934,-37.634,226.082,43.105,1.16,30347.82,12541.32
107568,0.542,0.642,-0.732,-73.7,-80.5,31.2,234.438,-105.125,-255.438,138.738,-29.086,235.744,43.096,1.27,30299.92,12559.36
107569,0.067,1.005,-0.618,-53,-73.1,35.2,57.5,-87.375,-369.688,121.573,-3.267,189.73,43.087,1.31,30295.48,12560.69
107570,-0.111,2.054,-0.671,-46.8,-66.9,31.9,-219.125,35,-449.562,108.108,2.948,169.32,43.063,1.27,30405.2,12517.67
107571,-0.508,2.205,-0.757,-54.9,-76.8,34.7,-294.875,250.688,-405.562,108.958,12.305,173.723,43.044,1.24,30429.27,12507.71
